Full Name	Stage Name	Korean Name	Korean Stage Name	Birthday	Group	Country	Gender
Jaekyung	Kim Jaekyung	김재경	재경	1988-12-24	Rainbow	South Korea	F
Jaemin	Na Jaemin	나재민	재민	2000-08-13	NCT	South Korea	M
Jaemin	Shin Jaemin	신재민	재민	1996-06-08	XEED	South Korea	M
Jaeseok	Park Jaeseok	박재석	재석	1995-11-20		South Korea	M
Jaeun	Ha Jaeun	한재운	재운	1999-09-28	ARGON	South Korea	M
Jaewon	Shin Jaewon	신재원	재원	2004-03-02	The Wind	South Korea	M
Jaeyoon	Lee Jaeyoon	이재윤	재윤	1994-08-09	SF9	South Korea	M
Jaeyun	Lee Jaeyun	이재윤	이재윤	2000-08-16	TOO	South Korea	M
Jaeyun	Moon Jaeyun	문재윤	재윤	2002-07-02	8TURN	New Zealand	M
Jahan	Im Jihun	임지훈	자한	2002-08-01	Kingdom	South Korea	M
Jake	Shim Jaeyoon	심재윤	제이크	2002-11-15	ENHYPEN	South Korea	M
Jamie	Park Jimin	박지민	박지민	1997-07-05	15&	South Korea	F
Jane	Sung Jiyeon	성지연	제인	1997-12-20	MOMOLAND	South Korea	F
Jangjun	Lee Jangjun	이장준	장준	1997-03-03	Golden Child	South Korea	M
Jay	Kim Jinhwan	김진환	제이	1994-02-07	iKON	South Korea	M
Jay	Park Jongsung	박종성	제이	2002-04-20	ENHYPEN	South Korea	M
JB	Im Jaebum	임재범	제이비	1994-01-06	GOT7	South Korea	M
Jea	Kim Hyojin	김효진	제아	1981-09-18	Brown Eyed Girls	South Korea	F
Jeewon	Kim Jiwon	김지원	지원	1999-04-01	Cignature	South Korea	F
Jeff	Lee Jaeho	이재호	제프	2005-04-21	EPEX	South Korea	M
Jehyun	Moon Jehyun	문제현	제현	1999-04-20	OMEGA X	South Korea	M
Jei	Kim Jinhee	김진희	재이	1989-09-05	Fiestar	South Korea	F
Jen	Kim Yehyeon	김예현	젠	1997-03-27	UNVS	South Korea	M
Jenissi	Kim Taeyang	김태양	제니씨	1991-08-02		South Korea	M
Jenna	Kim Minji	김민지	제나	2006-10-06		South Korea	F
Jennie	Kim Jennie	김제니	제니	1996-01-16	BLACKPINK	South Korea	F
Jenny	Lee Soyul	이소율	제니	1996-09-04		South Korea	F
Jeno	Lee Jeno	이제노	제노	2000-04-23	NCT	South Korea	M
Jeon Woong	Jeon Woong	전웅	전웅	1997-10-15	AB6IX	South Korea	M
Jeongeun	Park Jeongeun	박정근	정근	2003-04-17	HAWW	South Korea	M
Jeonggyu	Lim Jeonggyu	임정규	정규	1997-11-05	7 O'clock	South Korea	M
Jeonghan	Yoon Jeonghan	윤정한	정한	1995-10-04	Seventeen	South Korea	M
Jeonghee	Go Jeonghee	고정희	정희	2000-03-11	Favorite	South Korea	F
Jeongkyun	Jeong Jeongkyun	정정균	정균	1987-11-27	WE:A	South Korea	M
Jeongmin	Lee Jeongmin	이정민	정민	1994-02-01	Boyfriend	South Korea	M
Jeongmin	Woo Jeongmin	우정민	정민	2002-05-31	WEUS	South Korea	M
Jeongseung	Park Jeongseung	박정승	정승	2002-05-20	D-CRUNCH	South Korea	M
Jeonguk	Kim Jeonguk	김정욱	정욱	1993-03-20	24K	South Korea	M
Jeongwoo	Park Jeongwoo	박정우	정우	2004-09-28	Treasure	South Korea	M
Jeongyeon	Yoo Jeongyeon	유정연	정연	1996-11-01	Twice	South Korea	F
Jeongyoon	Woo Jeongyoon	우정윤	정윤	2003-04-11	WEUS	South Korea	M
Jeonyul	Jeon Yuri	전유리	전율	1994-03-20	Stellar	South Korea	F
Jerome	Oh Sungmin	오성민	제롬	2001-08-25	TOO	South Korea	M
Jerrry	Ahn Sohyun	안소현	제리	1992-08-27	Tahiti	South Korea	F
Jessica	Jessica Jung	제시카 정	제시카	1989-04-18		South Korea	F
Jewon	Woo Jewon	우제원	제원	1998-11-28	NINE.i	South Korea	M
Ji Hansol	Ji Hansol	지한솔	지한솔	1994-11-21	Newkidd	South Korea	M
Jia	Meng Jia	멍지아	지아	1989-02-03	miss A	China	F
Jia	Guo Jiajia	궈 지아지아	지아	2005-07-30	TRI.BE	China	F
Jia	Yoon Jia	윤지아	지아	2004-01-16	mimiirose	South Korea	F
Jiae	Yoo Jiae	유지애	지애	1993-05-21	Lovelyz	South Korea	F
Jiae	Kim Jiae	김지애	지애	1995-10-31	Wassup	South Korea	F
Jiahn	Yoo Jiahn	유지안	지안	1992-04-01	IN2IT	South Korea	M
Jian	Kwon Jieun	권지은	지안	2001-03-14	LUNARSOLAR	South Korea	F
Jian	Kim Jian	김지안	지안	2006-11-04		South Korea	F
Jibeom	Kim Jibeom	김지범	지범	1999-02-03	Golden Child	South Korea	M
Jieun	Song Jieun	송지은	지은	1990-05-05	SECRET	South Korea	F
Jieun	Park Jieun	박지은	지은	1997-09-04		South Korea	F
Jieun	Choi Jieun	최지은	지은	2001-03-03	Bling Bling	South Korea	F
Jihan	Han Jihyo	한지효	지한	2004-07-12	Weeekly	South Korea	F
Jiheon	Baek Jiheon	백지헌	지헌	2003-04-17	fromis_9	South Korea	F
Jiho	Kim Jiho	김지호	지호	1997-04-04		South Korea	F
Jiho	Jang Jiho	장지호	지호	2004-08-10	NINE.i	South Korea	M
Jihoo	Lim Soojung	임수정	지후	1998-08-05	IZ	South Korea	M
Jihoon	Park Jihoon	박지훈	지훈	1999-05-29	Wanna One	South Korea	M
Jihoon	Park Jihoon	박지훈	지훈	2000-03-14	Treasure	South Korea	M
Jihun	Kim Jihun	김지훈	지훈	2000-01-09	BXB	South Korea	M
Jihun	Kim Jihun	김지훈	지훈	1995-02-20	KNK	South Korea	M
Jihyo	Park Jisoo	박지수	지효	1997-02-01	Twice	South Korea	F
Jihyo	Lee Jihyo	이지효	지효	2001-04-22	PRECIOUS	South Korea	F
Jihyun	Nam Jihyun	남지현	지현	1990-01-09	4minute	South Korea	F
Jimin	Shin Jimin	신지민	지민	1991-01-08		South Korea	F
Jimin	Park Jimin	박지민	지민	1995-10-13	BTS	South Korea	M
Jimin	Won Jimin	원지민	지민	2007-11-25	CLASS:y	South Korea	F
Jimin	Kim Jimin	김지민	지민	2002-05-01	HAWW	South Korea	M
JIN	Park Myungeun	박명은	진	1996-06-12	Lovelyz	South Korea	F
Jin	Kim Seokjin	김석진	진	1992-12-04	BTS	South Korea	M
Jin Jin	Park Jinwoo	박진우	진진	1996-03-15	ASTRO	South Korea	M
JinE	Shin Hyejin	신혜진	진이	1995-01-22		South Korea	F
Jingyu	Lee Jingyu	이진규	진규	1998-04-22	Astin	South Korea	M
Jinha	Kim Jinha	김진하	진하	2003-11-21	TRI.BE	South Korea	F
Jinho	Jo Jinho	조진호	조진호	1992-04-17	PENTAGON	South Korea	M
Jinhong	Kim Jinhong	김진홍	진홍	1998-01-02	24K	South Korea	M
Jinhoo	Kim Jinwook	김진욱	진후	1995-08-02		South Korea	M
Jinhui			진희	1996-11-21	Lusty	South Korea	F
Jinhwa	Choi Jinhwa	최진화	진화	2002-01-15	BLITZERS	South Korea	M
Jinju	Park Jinju	박진주	진주	1990-04-28		South Korea	F
Jinkwon	Kim Jinkwon	김진권	진권	2001-01-31	Newkidd	South Korea	M
Jinni	Choi Yujin	최윤진	지니	2004-04-16		South Korea	F
Jinny	Park Jinhee	박진희	지니	1998-01-19	SECRET NUMBER	South Korea	F
Jinsik	Han Jinsik	함진식	진식	2004-07-30	xikers	South Korea	M
Jinsol	Lee Jinsol	이진솔	진솔	2001-12-04	APRIL	South Korea	F
JinSoul	Jung Jinsol	정진솔	진솔	1997-06-13	ARTMS	South Korea	F
Jinsung	Jung Jinsung	정진성	진성	2002-03-30	1the9	South Korea	M
Jinu	Kim Jinwoo	김진우	진우	1991-09-26	WINNER	South Korea	M
Jinwoo	Lee Jinwoo	이진우	진우	2004-09-13	Ghost9	South Korea	M
Jinyoung	Jung Jinyoung	정진영	진영	1991-11-18		South Korea	M
Jinyoung	Park Jinyoung	박진영	진영	1994-09-22	GOT7	South Korea	M
Jinyoung	Bae Jinyoung	배진영	진영	2000-05-10	CIX	South Korea	M
Jinyoung	Woo Jinyoung	우진영	진영	1997-05-31	D1CE	South Korea	M
Jisan	Choi Jinsang	최지상	지산	1999-11-03	Hot Blood Youth	South Korea	M
Jisoo	Seo Jisoo	서지수	지수	1994-02-11	Lovelyz	South Korea	F
Jisoo	Kim Jisoo	김지수	지수	1995-01-03	BLACKPINK	South Korea	F
Jisoo	Shin Jisoo	신지수	지수	1994-02-28	Tahiti	South Korea	F
Jisoo	Jung Jisoo	정지수	지수	2003-11-22	Busters	South Korea	F
Jisook	Kim Jisook	김지숙	지숙	1990-07-18	Rainbow	South Korea	F
Jisu	Choi Jisu	최지수	지수	2000-01-19	TOO	South Korea	M
Jisun	Roh Jisun	노지선	지선	1998-11-23	fromis_9	South Korea	F
Jisun	Hwang Jisun	황지선	지선	1989-10-17	S#aFLA	South Korea	F
Jisung	Park Jisung	박지성	지성	2002-02-05	NCT	South Korea	M
Jisung	Yoon Jisung	윤지성	지성	1991-03-08	Wanna One	South Korea	M
Jisung	Kim Jisung	김지성	지성	2000-12-21	TRCNG	South Korea	M
Jiu	Kim Minji	김민지	지유	1994-05-17	Dreamcatcher	South Korea	F
Jiung	Choi Jiwoong	최지웅	지웅	2001-10-07	P1Harmony	South Korea	M
Jiwon	Yang Jiwon	양지원	지원	1988-04-05	UNI.T	South Korea	F
Jiwon	Park Jiwon	박지원	지원	1998-03-20	fromis_9	South Korea	F
Jiwon	Heo Jiwon	허지원	지원	2000-09-04	Cherry Bullet	South Korea	F
Jiwon	Park Jiwon	박지원	지원	1997-03-17	BOTOPASS	South Korea	F
Jiwoo	Jeon Jiwoo	전지우	지우	1996-10-04	KARD	South Korea	F
Jiwoo	Kim Jiwoo	김지우	지우	2005-04-13	NMIXX	South Korea	F
Jiwoo	Lee Jiwoo	이지우	지우	2005-10-24	tripleS	South Korea	F
Jiwoong	Kim Jiwoong	김지웅	지웅	1998-12-14	ZEROBASEONE	South Korea	M
Jiyeon	Park Jiyeon	박지연	지연	1993-06-07	T-ara	South Korea	F
Jiyoon	Jeon Jiyoon	전지윤	지윤	1990-10-15	4minute	South Korea	F
Jiyoon	Woo Jiyoon	우지윤	지윤	1996-01-06	Bolbbalgan4	South Korea	F
Jiyoon	Shin Jiyoon	신지윤	지윤	2002-03-02		South Korea	F
Jiyoon	Jeong Jiyoon	정지윤	지윤	2000-09-15	ICHILLIN'	South Korea	F
Jiyou	Im Changsook	임창숙	지유	1989-06-15	Two X	South Korea	F
Jiyoung	Kang Jiyoung	강지영	지영	1994-01-18	KARA	South Korea	F
Jiyoung	Ahn Jiyoung	안지영	지영	1995-09-14	Bolbbalgan4	South Korea	F
Jiyul	Yang Jungyoon	양정윤	지율	1991-07-30		South Korea	F
JJ	Jun Jihyeok	전진혁	제이제이	1998-12-11	DUSTIN	South Korea	M
JK	Kim Jikang	김지강	지강	1998-03-17	Girlkind	South Korea	F
JM	Chu Jimin	추지민	지민	2001-10-11	JUST B	South Korea	M
Johnny	John Seo	존 서	쟈니	1995-02-09	NCT	USA	M
Johyun	Shin Jiwon	신지원	조현	1996-04-14	Berry Good	South Korea	F
Jongho	Choi Jongho	최종호	종호	2000-10-12	ATEEZ	South Korea	M
Jonghoon	Choi Jonghoon	최종훈	종훈	1990-03-07	FTISLAND	South Korea	M
Jonghwan	Jo Jonghwan	조종환	종환	1992-11-23	FAVE1	South Korea	M
Jonghyeong	Kim Jonghyeong	김종형	종형	2002-04-13	Dongkiz	South Korea	M
Jonghyun	Lee Jonghyun	이종현	종현	1990-05-15	CNBLUE	South Korea	M
Jonghyun†	Kim Jonghyun	김종현	종현	1990-04-08		South Korea	M
Jongseob	Kim Jongseob	김종섭	종섭	2005-11-19	P1Harmony	South Korea	M
Jongup	Moon Jongup	문종업	종업	1995-02-06	B.A.P	South Korea	M
JOO	Jung Minjoo	정민주	주	1990-10-11		South Korea	F
Joo E	Lee Joowon	이주원	주이	1999-08-18	MOMOLAND	South Korea	F
JooA	Lee Juhyun	이주현	주아	2002-03-04	Hi-L	South Korea	F
Jooan	Im Jimyoung	임지명	주안	1996-10-04	We In The Zone	South Korea	M
Joochan	Hong Joochan	홍주찬	주찬	1999-07-31	Golden Child	South Korea	M
Jooheon	Lee Jooheon	이주헌	주헌	1994-10-06	MONSTA X	South Korea	M
Joohyoung	Kim Joohyoung	김주형	주형	2003-03-15	NINE.i	South Korea	M
Joonie	Park Junhee	박준희	주니	2002-05-24	ICHILLIN'	USA	F
Jooyeon	Lee Jooyeon	이주연	주연	1987-03-19		South Korea	F
Jooyeon	Lee Jooyeon	이주연	주연	2002-09-12	Xdinary Heroes	South Korea	M
Joshua	Hong Jisoo	홍지수	조슈아	1995-12-30	Seventeen	USA	M
Joy	Park Sooyoung	박수영	조이	1996-09-03	Red Velvet	South Korea	F
JR	Kim Jonghyun	김종현	제이알	1995-06-08	NU'EST	South Korea	M
Ju-ne	Koo Junhoe	구준회	준회	1997-03-31	iKON	South Korea	M
Judy	Kim Dahye	김다혜	주디	1995-05-16		South Korea	F
Jueun	Lee Jooeun	이주은	주은	1995-07-07	DIA	South Korea	F
Jueun	Jo Jueun	조주은	주은	2001-01-27	ARIAZ	South Korea	F
Juhaknyeon	Ju Haknyeon	주학년	주학년	1999-03-09	The Boyz	South Korea	M
Juhan	Hong Seunghyun	홍승현	주한	2001-06-21	BLITZERS	South Korea	M
Juho	Yang Zuho	양주호	주호	2004-03-04	HAWW	South Korea	M
Juhyeon	Lee Juhyeon	이주현	주현	2004-04-08	LIGHTSUM	South Korea	F
Juhyun	Cha Juhyun	차주현	주현	2000-04-01	Bling Bling	South Korea	F
Juju	Park Juyoung	박주영	쥬쥬	1996-01-03	Gate9	South Korea	F
Jukang	Lee Hyowon	이효원	주강	2002-11-22	JWiiver	South Korea	M
Julie	Julie Han	쥴리한	쥴리	2000-03-29	KISS OF LIFE	South Korea	F
Jun	Weng Junhui	원쥔훼이	준	1996-06-10	Seventeen	China	M
Jun	Lee Junyoung	이준영	준	1997-01-22	U-KISS	South Korea	M
Jun	Park Junhee	박준희	준	1994-06-02	A.C.E	South Korea	M
Jun H.	Im Joonhyun	임준현	준현	1991-08-28	UNVS	South Korea	M
Jun Han	Han Hyeongjun	한형준	준한	2002-08-18	Xdinary Heroes	South Korea	M
Jun Jin	Park Choongjae	박충재	전진	1980-08-19	Shinhwa	South Korea	M
Jun. K	Kim Minjun	김민준	준케이	1988-01-15	2PM	South Korea	M
June	Lee Junyoung	이준영	준	2003-06-16	BXB	South Korea	M
Jungah	Kim Jungah	김정아	정아	1983-08-02		South Korea	F
Junghoon	Lee Junghoon	이정훈	정훈	2000-07-04	1TEAM	South Korea	M
Junghoon	Han Jeonghoon	한정훈	정훈	2000-02-14	OMEGA X	South Korea	M
Junghoon	Kim Junghoon	김정훈	정훈	2005-07-05	xikers	South Korea	M
Junghun	Jang Junghun	장정훈	정훈	1999-02-27	Astin	South Korea	M
Junghwa	Park Junghwa	박정화	정화	1995-05-08	EXID	South Korea	F
Junghwan	So Junghwan	소정환	정환	2005-02-18	Treasure	South Korea	M
Jungkook	Jeon Jungkook	전정국	정국	1997-09-01	BTS	South Korea	M
Jungmo	Koo Jungmo	구정모	정모	2000-02-05	CRAVITY	South Korea	M
Jungshin	Lee Jungshin	이정신	정신	1991-09-15	CNBLUE	South Korea	M
Jungsu	Kim Jungsu	김정수	정수	2001-06-26	Xdinary Heroes	South Korea	M
Jungwon	Yang Jungwon	양정원	정원	2004-02-09	ENHYPEN	South Korea	M
Jungwoo	Kim Jungwoo	김정우	정우	1998-02-19	NCT	South Korea	M
Jungwoo	Uhm Jungwoo	엄정우	정우	1999-04-02	BVNDIT	South Korea	F
Junho	Lee Junho	이준호	준호	1990-01-25	2PM	South Korea	M
Junho	Cha Junho	차준호	준호	2002-07-09	DRIPPIN	South Korea	M
Junhyeok	Kim Junhyeok	임준혁	준혁	1993-07-17		South Korea	M
Junhyeok	Cheon Junhyeok	천준혁	준혁	2004-09-20	TNX	South Korea	M
Junhyoung	Oh Junhyoung	오준형	준형	2001-04-14	CMDM	South Korea	M
Junhyuk	Choi Junhyuk	최준혁	준혁	1992-04-21	HOTSHOT	South Korea	M
Junhyuk	Lee Junhyuk	이준혁	이준혁	2000-05-16	Mirae	South Korea	M
Junhyung	Yong Junyung	용준형	준형	1989-12-19	Highlight	South Korea	M
Junhyung	Son Junhyung	손준형	준형	2000-10-21	Ghost9	South Korea	M
Junji	Kim Junhyung	김준형	준지	1998-04-06	OnlyOneOf	South Korea	M
Junkyu	Kim Junkyu	김준규	준규	2000-09-09	Treasure	South Korea	M
Junmin	Ryu Junmin	류준민	준민	2003-04-05	ATBO	South Korea	M
Junmin	Park Junmin	박준민	준민	2003-05-24	xikers	South Korea	M
JunQ	Kang Junkyu	강준규	준규	1993-08-09	MYNAME	South Korea	M
Junseo	Kim Junseo	김준서	준서	2001-11-20	WEi	South Korea	M
Junseo	Hwang Junseo	황준서	준서	2001-01-16	DKB	South Korea	M
Junseo	Park Junseo	박준서	준서	2001-12-28	BAE173	South Korea	M
Junseok	Oh Junseok	오준석	준석	2003-03-03	ATBO	South Korea	M
Junseong	Choi Junseong	최준성	준성	2002-09-29	Ghost9	South Korea	M
Juntae	Kim Juntae	김준태	준태	1995-09-04	MY.st	South Korea	M
Junwook	Kim Junwook	김준욱	준욱	2002-01-10	TheEastLight	South Korea	M
Junyoung	Lee Junyoung	이준영	준영	2000-09-23	IZ	South Korea	M
Juri	Takahashi Juri	타카하시 쥬리	쥬리	1997-10-03	Rocket Punch	Japan	F
Juyeon	Lee Juyeon	이주연	주연	1998-01-16	The Boyz	South Korea	M
Juyeon	Lee Juyeon	이주연	주연	2001-11-06	Saturday	South Korea	F
K.Me	Na Miri	나미리	케이미	1992-04-10	BADKIZ	South Korea	F
Kady	Gu Dokyoung	구도경	케이디	1995-04-07	Gate9	South Korea	F
Kaede	Yamada Kaede	야마다 카에데	카에데	2005-12-20	tripleS	Japan	F
Kaeun	Lee Kaeun	이가은	가은	1994-08-20	After School	South Korea	F
Kahi	Park Jiyoung	박지영	가희	1980-12-25		South Korea	F
Kai	Kim Jongin	김종인	카이	1994-01-14	EXO	South Korea	M
Kain	Bang Junho	방준호	카인	1997-03-25	ARGON	South Korea	M
Kairi	Imai Kairi	이마이 카이리	카이리	2003-02-24	T1419	Japan	M
Kanghyun	Kang Hyungu	강현구	강현	1998-11-24	Onewe	South Korea	M
Kangin	Kim Youngwoon	김영운	강인	1985-01-17		South Korea	M
Kangmin	Noh Kangmin	노강민	강민	1999-09-05	Romeo	South Korea	M
Kangmin	Yoo Kangmin	유강민	강민	2003-01-25	Verivery	South Korea	M
Kangsung	Lee Kangsung	이강성	강성	2002-08-08	Ghost9	South Korea	M
Karin	Min Karin	민가린	가린	2002-01-05	ALICE	South Korea	F
Karin	Baek Yerin	백예린	카린	2000-04-23	CRAXY	South Korea	F
Karina	Yoo Jimin	유지민	카리나	2000-04-11	aespa	South Korea	F
Kazuha	Nakamura Kazuha	나카무라 카즈하	카즈하	2003-08-09	LE SSERAFIM	Japan	F
KB	Shin Kyubin	신규빈	규빈	1994-04-23	OnlyOneOf	South Korea	M
Keeho	Yoon Kiho	윤기호	기호	2001-09-27	P1Harmony	Canada	M
Keena	Song Jakyung	송자경	키나	2002-07-09	FIFTY FIFTY	South Korea	F
Kei	Kim Jiyeon	김지연	케이	1995-03-20	Lovelyz	South Korea	F
Keina	Lee Yoona	이유나	케이나	1999-02-12	H.U.B	South Korea	F
Keita	Terazono Keita	테라조노 케이타	케이타	2001-07-04	Ciipher	Japan	M
Kelly	Lin Kelly	린 켈리	켈리	2002-01-16	TRI.BE	Taiwan	F
Ken	Lee Jaehwan	이재환	켄	1992-04-06	VIXX	South Korea	M
Kenta	Takada Kenta	타카다 켄타	켄타	1995-01-10	JBJ	Japan	M
Keon	Kim Keon	김건	건	2001-02-16	WEUS	South Korea	M
Keonhee	Lee Keonhee	김건희	건희	1998-06-27	Oneus	South Korea	M
Keonwoo	Kim Keonwoo	김건우	건우	1996-12-17	MY.st	South Korea	M
Keum	Keum Donghyun	금동현	금	2003-05-14	EPEX	South Korea	M
Keumjo	Lee Keumjo	이금조	금조	1992-12-17	9Muses	South Korea	F
Kevin	Christopher Woo	크리스토퍼 우	케빈	1991-11-25	U-KISS	USA	M
Kevin	Kevin Jiyeop Kim	케빈 지엽 킴	케빈	1988-02-23	ZE:A	South Korea	M
Kevin	Moon Hyungseo	문형서	케빈	1998-02-23	The Boyz	Canada	M
Kevin	Park Jinwoo	박진우	케빈	2000-01-12	OMEGA X	South Korea	M
Kevin	Baek Seungbin	백승빈	케빈	2001-04-08	T1419	South Korea	M
Key	Kim Kibum	김기범	키	1991-09-23	SHINee	South Korea	M
Khael	Lee Sangmin	이상민	카엘	2002-01-18	Mirae	South Korea	M
Kiara	Baek Jinjoo	백진주	키아라	1998-08-20		South Korea	F
Kibum	Kim Kibum	김기범	기범	1987-08-21		South Korea	M
Kichun	Hwang Kichun	황기천	기천	1992-03-14	WE:A	South Korea	M
Kid	Kim Junhoe	김준회	키드	1995-10-26	VARSITY	South Korea	M
Kidoh	Jin Hyosang	진효상	키도	1992-12-16		South Korea	M
Kihyun	Yoo Kihyun	유기현	기현	1993-11-22	MONSTA X	South Korea	M
Kim Lip	Kim Jungeun	김정은	김립	1999-02-10	ARTMS	South Korea	F
Kim Sanggyun	Kim Sanggyun	김상균	김상균	1995-05-23	JBJ95	South Korea	M
Kim Yoon	Kim Seongsu	김성수	김윤	1994-02-17	DUSTIN	South Korea	M
Kino	Kang Hyungku	강형구	키노	1998-01-27	PENTAGON	South Korea	M
Kio	Udo Musashi	우도 무사시	키오	2004-11-28	T1419	South Korea	M
Kiseop	Lee Kiseop	이기섭	기섭	1991-01-17	U-KISS	South Korea	M
Kisu	Choi Kisu	최기수	기수	1990-10-02	24K	South Korea	M
Kiwon	Lee Kiwon	이기원	기원	1996-06-27	GIDONGDAE	South Korea	M
Kokoro	Kato Kokoro	카토 코코로	코코로	2000-11-01		Japan	F
Kongyeol	Go Minsoo	고민수	고결	1996-05-19	UP10TION	South Korea	M
Kongyoo	Kong Yoojin	공유진	공유	2001-05-11	Bonus Baby	South Korea	F
Kookheon	Kim Kookheon	김국헌	국헌	1997-04-15	B.O.Y	South Korea	M
Kotone	Kamimoto Kotone	카미모토 코토네	코토네	2004-03-10	tripleS	Japan	F
Kriesha Chu	Kriesha Ziskind Teo Tiu	크리샤 지스킨드 테오 티우	크리샤 츄	1998-12-20		Philippines	F
Kris	Wu Yifan	오역범	크리스	1990-11-06		Canada	M
Krystal	Krystal Jung	크리스탈 정	크리스탈	1994-10-24	f(x)	South Korea	F
Kuhn	Noh Sooil	노수일	쿤	1995-11-11	UP10TION	South Korea	M
Kun	Qian Kun	첸쿤	쿤	1996-01-01	NCT	China	M
Kwanghee	Hwang Kwanghee	황광희	광희	1988-08-25	ZE:A	South Korea	M
Kwangjin	Kwon Kwangjin	권광진	광진	1992-08-12	N.Flying	South Korea	M
Kwangmin	Jo Kwangmin	조광민	광민	1995-04-24	Boyfriend	South Korea	M
Kyeongheon	Yoon Kyeongheon	윤경헌	경헌	1998-01-06	We In The Zone	South Korea	M
Kyla	Kyla Massie	카일라 매시	카일라	2001-12-26	Pristin	USA	F
Kyle	Ma Jaekyung	마재경	카일	1997-01-15	Romeo	South Korea	M
Kyrin	Park Geumju	박금주	카이린	2000-02-23	Girls' World	South Korea	F
Kyuhwan	Lee Kyuhwan	이규환	규환	1994-09-18	SIGNAL	South Korea	M
Kyuhyuk	Shim Kyuhyuk	심규혁	규혁	1995-01-11	Hot Blood Youth	South Korea	M
Kyuhyun	Cho Kyuhyun	조규현	규현	1988-02-03	Super Junior	South Korea	M
Kyujin	Jang Kyujin	장규진	규진	2006-05-26	NMIXX	South Korea	F
Kyulkyung	Zhou Jieqiong	저우제충	결경	1998-12-16	Pristin	China	F
Kyungho	Jang Kyungho	장경호	경호	2001-05-07	TOO	South Korea	M
Kyungil	Song Kyungil	송경일	경일	1987-11-28	HISTORY	South Korea	M
Kyungjun	Woo Kyungjun	우경준	경준	2002-08-30	TNX	South Korea	M
Kyungmin	Jo Kyungmin	조경민	경민	2004-10-28	8TURN	South Korea	M
Kyungmun	Lim Kyungmun	임경문	경문	2003-06-29	YOUNITE	South Korea	M
Kyungri	Park Kyungri	박경리	경리	1990-07-05	9Muses	South Korea	F
Kyungyoon	Lee Kyungyoon	이경윤	경윤	2000-02-21	Dongkiz	South Korea	M
L	Kim Myungsoo	김명수	엘	1992-03-13	Infinite	South Korea	M
L.Joe	Lee Byunghun	이병헌	엘조	1993-11-23		South Korea	M
Lai Kuanlin	Lai Kuanlin	라이관린	라이관린	2001-09-23	Wanna One	Taiwan	M
Laon	Shin Kyuhyun	신규현	라온	1995-12-19	ENOi	South Korea	M
Lara	Moon Shinae	문신애	라라	2000-08-09	Dreamnote	South Korea	F
Laun	Kim Minseok	김민석	라운	1999-08-12		South Korea	M
Lay	Zhang Yixing	장이씽	레이	1991-10-07	EXO	China	M
Layeon	Lee Jimin	이지민	라연	1998-08-13	Purplebeck	South Korea	F
LE	Ahn Hyejin	안효진	엘리	1991-12-10	EXID	South Korea	F
Lea	Ogawa Mizuki	오가와 미즈키	레아	1995-08-12	SECRET NUMBER	Japan	F
Lee Haein	Lee Haein	이해인	이해인	1992-07-04	I.B.I	South Korea	F
Lee Hoo	Moon Junyoung	이후	문준영	1989-02-09	ZE:A	South Korea	M
Lee Hyeop	Lee Hyeop	이협	이협	1999-08-13	DRIPPIN	South Korea	M
Lee Jin	Shim Yerin	심예린	이진	2001-03-12	Hi-L	South Korea	F
Lee Joon	Lee Changseon	이창선	이준	1988-02-07		South Korea	M
Lee Know	Lee Minho	이민호	리노	1998-10-25	Stray Kids	South Korea	M
Lee Soo	Jin Isoo	진이수	이수	2001-06-27	PRECIOUS	South Korea	F
Lee Suhyun	Lee Suhyun	이수현	이수현	1996-11-05	I.B.I	South Korea	F
Leedo	Kim Geonhak	김건학	이도	1997-07-26	Oneus	South Korea	M
Leehan	Kim Donghyun	김동현	이한	2004-10-20	BOYNEXTDOOR	South Korea	M
Leeseo	Lee Hyunseo	이현서	이서	2007-02-21	IVE	South Korea	F
Leeteuk	Park Jeongsu	박정수	이특	1983-07-01	Super Junior	South Korea	M
Leia	Larissa Kartes	라리사 카르치스	레아	2001-05-14	Blackswan	Brazil	F
Lena	Kang Rena	강레나	레나	2002-04-17	GWSN	South Korea	F
Leo	Jung Taekwon	정택운	레오	1990-11-10	VIXX	South Korea	M
Leo	Hayase Leo	하야세 레오	레오	2002-10-08	T1419	Japan	M
Leo			리오	2002-06-15	XODIAC	Hong Kong	M
Leon	Kim Donghyun	김동현	리온	2000-07-25	TRENDZ	South Korea	M
Lew	Lee Euiwoong	이의웅	루	2001-04-05	TEMPEST	South Korea	M
Lex	Jeon Hyungmin	전형민	렉스	1993-01-12	Bigflo	South Korea	M
Lex	Zo Doohyun	조두현	렉스	2000-03-16	XODIAC	South Korea	M
Lia	Choi Jisu	최지수	리아	2000-07-21	ITZY	South Korea	F
Lien	Shimada Sho	시마다 쇼	리안	1998-03-11	Mirae	Japan	M
Lily	Lily Jin Morrow	릴리 진 머로우	릴리	2002-10-17	NMIXX	Australia	F
Lim Jimin	Lim Jimin	임지민	임지민	2001-05-22	JUST B	South Korea	M
Lime	Kim Hyerim	김혜림	라임	1993-01-19	Hello Venus	South Korea	F
Lin Lin	Huang Ziting	황자정	린린	2003-07-05		Taiwan	F
Lina	Oh Sejin	오세진	리나	1997-07-27	ANS	South Korea	F
Lina	Oh Hyesoo	오혜수	리나	1997-05-23	RedSquare	South Korea	F
